cpu,mb,gpu,ram,psu,total_price,benchmark_cpu,passmark_gpu,cpu_scaled,gpu_scaled,final_score,level
AMD Ryzen 7 9800X3D,MAINBOARD (AM5) ASUS TUF GAMING B650M-PLUS WIFI DDR5,Radeon Pro 555,RAM DDR5(4800) 16GB APACER (FL.16G2A.PTH) x2,POWER SUPPLY (80+ BRONZE) 750W ITSONAS DARK FOREST SFX,75422.7288,39974,3140,0.5685569070869739,0.054267664085009645,0.31141228558599177,Basic
Intel Xeon E-2468,MAINBOARD (1700) ASUS PRIME B760M-A WIFI DDR5,GeForce GTX 1630,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 NEO RGB BLACK (F5-5600J4040D48GX x2,POWER SUPPLY (80+ WHITE) 750W MONTECH AP750,159147.12,26652,4983,0.3783621723488093,0.10298432502445086,0.2406732486866301,Basic
Intel Core i7-14700T,MAINBOARD (1700) BIOSTAR H610MHC 2.0 DDR4 (REV. 2.0),Intel Arc A310,RAM DDR4(3200) 16GB ACER UD100 BLACK (ZC.A01ST.0GC) x2,POWER SUPPLY (CYBENETICS GOLD) 750W EINAREX NEXUS MASTER L1 BLACK (EXPS-NL1-750-BK),29900.08,31285,5451,0.44450631031922794,0.11535513203457483,0.2799307211769014,Basic
Intel Core i5-9600 @ 3.10GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Quadro M6000,RAM DDR4(2666) 16GB (8GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,194070.8528,10355,11734,0.1456941351150705,0.28143585948032035,0.21356499729769543,Basic
Intel Core i3-12300T,MAINBOARD (1700) ASROCK B760M PRO RS DDR5,RTX PRO 4500 Blackwell,RAM DDR5(4800) 16GB BLACKBERRY x2,POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX RGB,114855.84,13058,32430,0.1842841642396208,0.8285004361502472,0.506392300194934,Standard
Intel Core i5-9600KF @ 3.70GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon R9 Fury,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS ICE (GP-550SS),31235.976000000002,10644,9515,0.14982011307178345,0.22278025957548045,0.18630018632363193,Basic
Intel Core i3-9350KF @ 4.00GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),RTX PRO 4500 Blackwell,RAM DDR4(3200) 16GB (8GBX2) ADATA D35G XPG RGB BLACK (AX4U32008G16A-DTBKD35G) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S (PS-TRS-0550NNSAWE-H),107260.68,7602,32430,0.1063902689737879,0.8285004361502472,0.4674453525620175,Standard
Intel Core i5-6600T @ 2.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Intel Arc A750,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2,POWER SUPPLY 650W DTECH PW036,34525.044,5572,12606,0.07740848609445491,0.30448573920858557,0.19094711265152026,Basic
AMD Ryzen 7 1700,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),Quadro M2000,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5),30297.6888,14763,4034,0.20862600651019358,0.0778990774761439,0.14326254199316873,Basic
Intel Core i5-9600 @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),Radeon RX 7700 XT,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S,32235.8528,10355,22639,0.1456941351150705,0.5696915228251963,0.35769282897013344,Basic
AMD Ryzen 5 1600X,MAINBOARD (AM4) GIGABYTE A520M H ARGB DDR4 (rev. 1.0),GeForce RTX 5080,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (FULL) 550W ANTEC ATOM V550,65404.4488,13009,35722,0.1835846039632231,0.9155190187941107,0.5495518113786669,Standard
AMD Ryzen 3 4300G,MAINBOARD (AM4) ASROCK B450M HDV DDR4 R4.0,GeForce GTX 980 Ti,RAM DDR4(3200) 16GB KINGSTON VALUE RAM (KVR32N22D8/16WP) x2,POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W,26493.9496,9984,13665,0.14039746445091655,0.33247865507123786,0.2364380597610772,Basic
AMD Ryzen 5 2400G,MAINBOARD (AM4) GIGABYTE A520M S2H DDR4 (REV. 1.3),Intel Arc A770,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB WHITE (ZC.A01ST.0D7) x2,POWER SUPPLY (80+ GOLD) 1000W NZXT CORE (PA-0G3BB-US),34205.2,8731,13347,0.12250870881160414,0.3240728503079485,0.22329077955977633,Basic
AMD Ryzen 7 1700,MAINBOARD (AM4) GIGABYTE B550M DS3H R2 DDR4 (REV. 1.0),Radeon RX 5600 XT,RAM DDR4(3200) 32GB (16GBX2) HIKSEMI ARMOR BLACK (HSC432U32D3)Recommend x2,POWER SUPPLY 600W TSUNAMI EX600,28627.6888,14763,13418,0.20862600651019358,0.3259496180381169,0.2672878122741552,Basic
AMD Athlon 5200 Dual-Core,MAINBOARD (AM4) ASROCK B450M STEEL LEGEND DDR4,Radeon R9 380X,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ WHITE) 600W AEROCOOL UNITED,29834.9824,869,6130,0.010264976300611043,0.1333033755385795,0.07178417591959527,Basic
AMD Ryzen 5 PRO 4650G,MAINBOARD (AM4) GIGABYTE B550M GAMING X WIFI6 DDR4 (REV. 1.0),RTX A6000,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST WHITE SFX,174287.4144,16041,22795,0.22687168065787217,0.5738151251619042,0.40034340290988824,Basic
Intel Core i5-12500T,MAINBOARD (1700) GIGABYTE B760M D3HP DDR5 (REV. 1.0),Quadro M5000,RAM DDR5(5600) 96GB (48GBX2) G.SKILL TRIDENT Z5 RGB BLACK (F5-5600J4040D48GX2-TZ x2,POWER SUPPLY (80+ SILVER) 400W ITSONAS DARK FOREST 1U FLEX (DF-FX400) SFX,183406.24,16347,9396,0.2312403632002741,0.219634691126325,0.22543752716329957,Basic
AMD Ryzen 5 9600,MAINBOARD (AM5) ASUS TUF GAMING A620M PLUS WIFI DDR5,Radeon RX 5700 XT,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2,POWER SUPPLY (80+GOLD) 1000W THERMALTAKE TOUGHPOWER GT (PS-TPT-1000FNFAGE-3),46413.9344,29358,16123,0.4169950316943635,0.39745182522270095,0.4072234284585322,Basic
Intel Core i5-10500 @ 3.10GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon R7 430,RAM DDR4(2133) 8GB BLACKBERRY MAXIMUS x1,POWER SUPPLY (80+ PLATINUM) 850W SEGOTEP PM 850W,21954.7656,13001,1087,0.18347039004054594,0.0,0.09173519502027297,Basic
Intel Core i3-9100F @ 3.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Intel Arc A770,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS ICE (GP-550SS),31761.6888,6703,13347,0.09355547941294043,0.3240728503079485,0.20881416486044446,Basic
AMD Athlon 3000G,MAINBOARD (AM4) LONGWELL A520M-YH DDR4,Radeon RX 570X,RAM DDR4(2666) 8GB HYNIX 8 CHIP x1,POWER SUPPLY (FULL) 750W ANTEC ATOM V750,10515.931199999999,4442,1923,0.06127576951630403,0.022098279189024874,0.04168702435266445,Basic
Intel Core i5-14400F,MAINBOARD (1700) ASUS PRIME H610M-F DDR4 R2.0,Radeon RX 7900 XT,RAM DDR4(3200) 16GB HIKSEMI ARMOR PURPLE (HSC416U32Z2) x2,POWER SUPPLY (80+ GOLD) 850W THERMALTAKE TOUGHPOWER GT SNOW,54298.64,25606,28996,0.36342870195876875,0.7377283180460469,0.5505785100024079,Standard
AMD Ryzen 3 2200G,MAINBOARD (AM4) ASUS PRIME A520M-K DDR4,Radeon Pro WX 3200,RAM DDR4(2666) 16GB (8GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ WHITE) 650W MONTECH AP650,25821.6888,6734,2222,0.09399805836331449,0.030001850334381856,0.06199995434884817,Basic
AMD Ryzen 7 7700,MAINBOARD (AM5) MSI PRO B850-P WIFI DDR5,GeForce RTX 5070 Ti,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ SILVER) 650W GIGABYTE P650SS (GP-650SS),72658.1776,34405,32472,0.4890497401633259,0.8296106367793609,0.6593301884713434,Standard
Intel Core i9-14900,MAINBOARD (1700) ASROCK H610M-HVS/M.2 R2.0 DDR4,Radeon RX 470/570,RAM DDR4(3200) 16GB KINGSTON FURY BEAST RGB (KF432C16BB12A/16WP) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S,46979.8664,45166,7925,0.64268174290446,0.18075123575903362,0.4117164893317468,Basic
AMD Athlon 2800+,MAINBOARD (AM4) ASROCK B550M PHANTOM GAMING4,GeForce RTX 5060 Ti 8GB,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16WP) x2,POWER SUPPLY (80+ BRONZE) 650W ASUS TUF GAMING,32911.644,291,22493,0.002013020387185198,0.5658322539716106,0.2839226371793979,Basic
Intel Core i5-7442EQ @ 2.10GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon R9 350,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (80+ BRONZE) 650W ASUS PRIME,31735.0,4834,2005,0.06687225172748557,0.02426581375062779,0.04556903273905668,Basic
Intel Core i9-10900F @ 2.80GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 580,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,33613.512,19774,8791,0.2801667523271087,0.20364251539742542,0.24190463386226707,Basic
AMD Ryzen 5 2400G,MAINBOARD (AM4) LONGWELL A520M-YH DDR4,Quadro P1000,RAM DDR4(3200) 16GB BLACKBERRY ASGARD x2,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,22735.2,8731,4498,0.12250870881160414,0.09016415109301895,0.10633642995231155,Basic
AMD Athlon 2650e,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,T1000,RAM DDR4(2666) 16GB APACER (EL.16G2V.GNH) x2,POWER SUPPLY (FULL) 750W ANTEC ATOM V750,30941.28,274,7650,0.0017703158014962025,0.17348206497317017,0.08762619038733319,Basic
Intel Core i3-8100B @ 3.60GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),Radeon RX 6700 XT,RAM DDR4(3200) 32GB (16GBX2) KINGSTON FURY BEAST RGB (KF432C16BB12AK2/32WP) x2,POWER SUPPLY (80+ WHITE) 650W SILVERSTONE STRIDER 650W (SST-ST650-EFA),36858.96,5906,19734,0.08217691736622693,0.492902645978166,0.28753978167219646,Basic
AMD Ryzen 7 PRO 5750GE,MAINBOARD (AM4) GIGABYTE A520M S2H DDR4 (REV. 1.3),GeForce GTX 1650,RAM DDR4(2666) 16GB (8GBX2) BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ BRONZE) 650W ANTEC ATOM B650,38974.7088,21046,7873,0.2983267660327794,0.17937670164679761,0.23885173383978853,Basic
Intel Core i9-7960X @ 2.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),GeForce RTX 3050 OEM,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2,POWER SUPPLY (FULL) 650W NUBWO NPS-650 WHITE,32741.160799999998,27639,11918,0.3924533150591057,0.2862995955697708,0.3393764553144383,Basic
Intel Core i9-13900KF,MAINBOARD (1700) ASUS B760M-AYW WIFI DDR5,Radeon RX 550,RAM DDR5(6400) 32GB (16GBX2) ZADAK SPARK RGB (ZD5-SPR64C55-32G2W2) x2,POWER SUPPLY (80+ BRONZE) 750W DTECH PW071A,66219.1488,57675,2690,0.8212694877505567,0.04237265734450582,0.43182107254753127,Basic
Intel Core i9-11900F @ 2.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 9070,RAM DDR4(3200) 16GB HIKSEMI FUTURE WHITE RGB (HSC416U32F4) x2,POWER SUPPLY (80+ WHITE) 600W COOLER MASTER ELITE NEX MWE 230V (MPW-6001-ACBW),57190.759999999995,22089,25403,0.313217406201816,0.6427532975602019,0.477985351881009,Standard
Intel Core i3-7101E @ 3.90GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 590,RAM DDR4(2133) 8GB BLACKBERRY 8 CHIP x1,POWER SUPPLY (80+ GOLD) 850W SEGOTEP GM850W,15276.04,4430,9306,0.061104448632288276,0.21725568977822424,0.13918006920525625,Basic
Intel Core i7-10700TE @ 2.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce GTX 1080,RAM DDR4(3200) 16GB ADATA D35G XPG WHITE (AX4U320016G16A-SWHD35) x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS DARK FOREST WHITE SFX,29709.6,13505,15612,0.19066586716920791,0.38394438423515104,0.2873051257021795,Basic
AMD Athlon 2200+,MAINBOARD (AM4) ASUS PRIME A520M-K/CSM (DDR4),Radeon Pro 555,RAM DDR4(3200) 16GB BLACKBERRY 8 CHIP x2,POWER SUPPLY 750W OKER EB-750,49995.06,236,3140,0.001227799668779624,0.054267664085009645,0.027747731876894634,Basic
Intel Core i7-6770HQ @ 2.60GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Quadro P600,RAM DDR4(3200) 32GB (16GBX2) HIKSEMI ARMOR BLACK (HSC432U32D3)Recommend x2,POWER SUPPLY (80+ BRONZE) 700W ITSONAS AURORA ARGB,44418.28,7019,3326,0.09806692935868883,0.059184266871084565,0.0786255981148867,Basic
Intel Core i7-11700F @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon R9 350,RAM DDR4(3200) 16GB LEXAR (LD4AU016G-B3200GSST) x2,POWER SUPPLY (80+ PLATINUM) 1500W CORSAIR HX1500i (CP-9020261-NA),43339.6088,20783,2005,0.2945719833247673,0.02426581375062779,0.15941889853769756,Basic
Intel Core i3-12300,MAINBOARD (1700) ASROCK B760M STEEL LEGEND WIFI DDR5,Radeon R7 450,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+BRONZE) 750W ASUS PRIME (90YE00Y0-B0DA00),46650.16,14342,1881,0.20261549882930727,0.020988078559911184,0.11180178869460923,Basic
Intel Core i9-10850K @ 3.60GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon Pro Duo,RAM DDR4(3200) 16GB HYNIX 8 CHIP x2,POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,167030.084,21920,8298,0.3108046370852607,0.19061087467949567,0.25070775588237815,Basic
AMD Ryzen 3 4300G,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Quadro M2000,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2,POWER SUPPLY (80+ SILVER) 550W GIGABYTE P-550SS ICE (GP-550SS),33063.9496,9984,4034,0.14039746445091655,0.0778990774761439,0.10914827096353022,Basic
Intel Core i5-10500E @ 3.10GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,GeForce RTX 5070,RAM DDR4(3200) 16GB HIKSEMI ARMOR BLACK (HSC416U32D2)Recommend x2,POWER SUPPLY (80+ BRONZE) 750W GIGABYTE P750BS,43118.4,11368,28788,0.16015647307406772,0.732230181597103,0.44619332733558537,Basic
Intel Core i7-13700,MAINBOARD (1700) ASROCK B760M PG LIGHTNING WIFI DDR5,Radeon RX 470/570,RAM DDR5(5200) 32GB (16GBX2) APACER NOX (AH5U32G52C502MBAA-2) x2,POWER SUPPLY (FULL) 600W VIKINGS VOYAGE VK600W,56693.2512,36193,7925,0.5145765518816744,0.18075123575903362,0.347663893820354,Basic
Intel Core i7-10700F @ 2.90GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,Radeon RX 460,RAM DDR4(3200) 16GB (8GBX2) CORSAIR VENGEANCE LPX BLACK (CMK16GX4M2E3200C16) x2,POWER SUPPLY (80+ WHITE) 550W THERMALTAKE TR2 S,27724.4,16099,4101,0.22769973159728168,0.07967011181306335,0.1536849217051725,Basic
AMD Athlon XP 2400+,MAINBOARD (AM4) GIGABYTE B450M DS3H V3 DDR4 (REV. 1.5),GeForce RTX 4080,RAM DDR4(3200) 16GB LEXAR THOR OC DARK GREY (LD4BU016G-R3200GSXG) x2,POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W WHITE,60154.2888,234,34436,0.0011992461881103304,0.881525732864582,0.44136248952634616,Basic
AMD Ryzen 5 5500GT,MAINBOARD (AM4) ASROCK B550M HDV DDR4,GeForce RTX 4070,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES WHITE x2,POWER SUPPLY (80+ BRONZE) 750W SEGOTEP BN750W ID PCIE 5.1 ATX3.1,44634.3688,18974,26914,0.26874536005939126,0.6826940868599826,0.47571972345968694,Standard
AMD Athlon XP 2000+,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,GeForce RTX 3050 6GB,RAM DDR4(2666) 8GB BLACKBERRY MAXIMUS GRAY x1,POWER SUPPLY (80+ GOLD) 1000W SEGOTEP GM1000W,19780.768799999998,195,10765,0.0006424533150591058,0.2558219449657688,0.12823219914041398,Basic
AMD Ryzen 5 2400G,MAINBOARD (AM4) GIGABYTE B550 EAGLE WIFI6 DDR4 (REV. 1.0),Radeon Pro,RAM DDR4(3200) 32GB (16GBX2) CORSAIR VENGEANCE LPX BLACK (CMK32GX4M2E3200C16) x2,POWER SUPPLY (FULL) 500W DTECH PW007,52465.2,8731,2559,0.12250870881160414,0.03890988871560361,0.08070929876360387,Basic
Intel Core i9-11900 @ 2.50GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon R9 370,RAM DDR4(3200) 16GB BLACKBERRY MAXIMUS x2,POWER SUPPLY (80+ BRONZE) 750W COOLER MASTER MWE V2 230V (MPE-7501-ACABW-BTH),44216.6856,22336,4722,0.31674376106447377,0.09608522111495862,0.2064144910897162,Basic
Intel Core i3-12100T,MAINBOARD (1700) MSI PRO H610M-E DDR5,GeForce RTX 3050 6GB,RAM DDR5(5600) 32GB (16GBX2) CORSAIR VENGEANCE RGB BLACK (CMH32GX5M2B5600C40K) x2,POWER SUPPLY (80+ WHITE) 650W SILVERSTONE STRIDER 650W (SST-ST650-EFA),40426.64,12443,10765,0.175503968933813,0.2558219449657688,0.21566295694979093,Basic
AMD Ryzen 7 3800X,MAINBOARD (AM4) MSI A520M-A PRO DDR4,GeForce GTX 1060 3GB,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ BRONZE) 650W SILVERSTONE ATTIS 650R (SST-AT650R-BF-WBW),27575.3688,22990,9829,0.32608074924333275,0.2310803309455209,0.27858054009442684,Basic
Intel Core i7-6950X @ 3.00GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Tesla M6,RAM DDR4(3200) 16GB HIKSEMI ARMOR WHITE (HSC416U32E2) x2,POWER SUPPLY (80+ GOLD) 850W DTECH PW072A,24879.8816,17586,6224,0.24892924447490147,0.13578811027992918,0.19235867737741533,Basic
AMD Ryzen 7 1800X,MAINBOARD (AM4) ASROCK A520M-HVS DDR4,Radeon RX 5700 XT,RAM DDR4(3200) 16GB HIKSEMI ARMOR WHITE (HSC416U32E2) x2,POWER SUPPLY (80+ BRONZE) 650W EINAREX AXIS MASTER L1 WHITE (EXPS-AMH1-650-WH),22609.0088,16280,16123,0.23028382159785277,0.39745182522270095,0.31386782341027686,Basic
Intel Core i3-9100HL @ 1.60GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce RTX 3050 8GB,RAM DDR4(3200) 32GB ADATA 16 CHIP (AD4U320032G22-SGN) x2,POWER SUPPLY (80+ WHITE) 600W AEROCOOL UNITED,35542.0,3454,12509,0.047170350065673,0.30192170442229915,0.17454602724398607,Basic
Intel Core i9-10900X @ 3.70GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,RTX PRO 5000 Blackwell,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16) x2,POWER SUPPLY (80+ BRONZE) 600W ITSONAS AURORA ARGB,198096.7424,22368,31628,0.31720061675518246,0.8073008908038382,0.5622507537795103,Standard
Intel Core i7-12700TE,MAINBOARD (1700) LONGWELL H610M-4 DDR4,GeForce GTX 1660 Ti,RAM DDR4(3200) 16GB KINGSTON FURY BEAST (KF432C16BB1/16WP) x2,POWER SUPPLY (FULL) 600W DTECH PW008,27965.28,19946,12681,0.2826223516646679,0.3064682403320029,0.2945452959983354,Basic
Intel Xeon E3-1225 v6 @ 3.30GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon Pro,RAM DDR4(3200) 16GB (8GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ PLATINUM) 1000W ASUS ROG LOKI 1000P SFX,59132.0,5780,2559,0.08037804808406143,0.03890988871560361,0.05964396839983252,Basic
Intel Core i9-11900F @ 2.50GHz,MAINBOARD (1200) LONGWELL H510-PRO DDR4,GeForce RTX 3050 6GB,RAM DDR4(3200) 16GB APACER NOX BLACK (AH4U16G32C28YMBAA-1) x2,POWER SUPPLY (80+ SILVER) 400W ITSONAS DARK FOREST 1U FLEX (DF-FX400) SFX,36500.759999999995,22089,10765,0.313217406201816,0.2558219449657688,0.28451967558379243,Basic
Intel Xeon E E-2414,MAINBOARD (1700) ASROCK H610M-HDV/M.2+ DDR5,GeForce RTX 3050 8GB,RAM DDR5(5200) 16GB BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (80+ BRONZE) 750W AEROCOOL LUX,34179.2136,11946,12509,0.16840842898749356,0.30192170442229915,0.23516506670489634,Basic
Intel Core i3-10100T @ 3.00GHz,MAINBOARD (1200) LONGWELL H410-VH DDR4,Radeon RX 6950 XT,RAM DDR4(3200) 32GB (16GBx2) BLACKBERRY 3200 PRO SERIES BLACK x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5 ICE),45736.64,7299,28098,0.10206441665238991,0.7139911712616637,0.4080277939570268,Basic
Intel Xeon E3-1270 v6 @ 3.80GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 590,RAM DDR4(3600) 16GB (8GBX2) KINGSTON FURY BEAST (KF436C17BBK2/16) x2,POWER SUPPLY 450W DTECH PW053 SFX,21328.444,8959,9306,0.1257638056079036,0.21725568977822424,0.17150974769306393,Basic
AMD Ryzen 7 5800X3D,MAINBOARD (AM4) LONGWELL B450M-VDH DDR4,Radeon Pro 555,RAM DDR4(3200) 16GB (8GBX2) APACER NOX RGB BLACK (AH4U16G32C28YNBAA-2) x2,POWER SUPPLY (80+ BRONZE) 650W MSI MAG A650BN,83943.6888,28300,3140,0.40189024042030724,0.054267664085009645,0.22807895225265845,Basic
AMD Ryzen 9 9950X,MAINBOARD (AM5) ASROCK X870 PRO RS WIFI DDR5,Radeon Pro WX 4150,RAM DDR5(5200) 16GB (8GBX2) CORSAIR VENGEANCE BLACK (CMK16GX5M2B5200Z40) x2,POWER SUPPLY 550W DTECH PW032,62901.28,65813,2579,0.9374536005939124,0.03943855568184822,0.48844607813788027,Standard
Intel Core i9-9900T @ 2.10GHz,MAINBOARD (1151V2) GIGABYTE H310M M.2 2.0 DDR4 (REV. 1.3),RTX A4000,RAM DDR4(3200) 32GB (16GBX2) BLACKBERRY ASGARD (B16G32DASX2) x2,POWER SUPPLY (80+ WHITE) 600W COOLER MASTER ELITE NEX MWE 230V (MPW-6001-ACBW),69571.68,13112,19470,0.18505510821769172,0.4859242420237372,0.3354896751207145,Basic
AMD Ryzen 7 3800XT,MAINBOARD (AM4) LONGWELL A520M-YH DDR4,GeForce RTX 2070 SUPER,RAM DDR4(3200) 16GB (8GBX2) KINGSTON FURY BEAST RGB (KF432C16BB2AK2/16) x2,POWER SUPPLY (80+ GOLD) 1000W NZXT BLACK (PA-0G2BB-US),36287.6,23438,18150,0.3324767289132545,0.4510322222515926,0.3917544755824236,Basic
Intel Core i9-9960X @ 3.10GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,GeForce GTX 1650 SUPER,RAM DDR4(3200) 16GB BLACKBERRY PRO SERIES BLACK x2,POWER SUPPLY (80+ PLATINUM) 850W GIGABYTE AORUS P850W (GP-AE850 PM PG5),27265.8672,29634,10186,0.4209354120267261,0.24051703629298724,0.33072622415985664,Basic
Intel Core i3-14100T,MAINBOARD (1700) GIGABYTE H610M S2H V2 DDR4 (REV. 1.0),Quadro P1000,RAM DDR4(3200) 16GB KINGSTON VALUE RAM (KVR32N22D8/16WP) x2,POWER SUPPLY (80+ BRONZE) 650W ITSONAS FROZEN,34490.484,13677,4498,0.19312146650676715,0.09016415109301895,0.14164280879989305,Basic
Intel Core i7-8700B @ 3.20GHz,MAINBOARD (1151V2) LONGWELL H310-D4N V3 DDR4,Radeon PRO W6800,RAM DDR4(3200) 16GB APACER NOX RGB BLACK (AH4U16G32C28YNBAA-1) x2,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,88659.36,11782,20158,0.16606704357261148,0.5041103856625518,0.33508871461758166,Basic
Intel Core i5-13400T,MAINBOARD (1700) COLORFUL H610M-D V20 DDR5,Quadro M6000,RAM DDR5(5200) 32GB (16GBX2) BLACKBERRY MAXIMUS GRAY x2,POWER SUPPLY (FULL) 600W AEROCOOL SUPERB,206817.52,20224,11734,0.28659128547769974,0.28143585948032035,0.28401357247901005,Basic
Intel Core i5-8400T @ 1.70GHz,MAINBOARD (1151V2) LONGWELL H310-H3M DDR4 (REV. 2.0),GeForce GTX 950,RAM DDR4(2400) 8GB BLACKBERRY 8 CHIP x1,POWER SUPPLY (CYBENETICS PLATINUM) 850W MONTECH CENTURY II,17473.074399999998,7418,5354,0.10376334875221288,0.11279109724828844,0.10827722300025067,Basic
Intel Core i5-7500T @ 2.70GHz,MAINBOARD (1151) LONGWELL H110-D4C DDR4 (REV. 2.0),Radeon RX 9060 XT 8GB,RAM DDR4(3200) 16GB KINGBANK KJXS SILVER x2,POWER SUPPLY (80+ BRONZE) 650W ANTEC ATOM B650,28348.9816,5232,19803,0.07255439438067501,0.4947265470117099,0.28364047069619247,Basic
